小区名,价格/万,地区,0,房屋户型,1,所在楼层,2,建筑面积,3,户型结构,4,套内面积,5,建筑类型,6,房屋朝向,7,建筑结构,8,装修情况,9,梯户比例,10,配备电梯,,,,,,,,,,,,,
万科城回迁房南区,222,['香洲区'],,3室2厅1厨2卫,,中楼层(共34层),,121.25㎡,,平层,,暂无数据,,塔楼,,西南,,钢混结构,,简装,,三梯七户,,有,,,,,,,,,,,,,
时代倾城二期,89.9,['斗门区'],,3室2厅1厨1卫,,高楼层(共34层),,94.75㎡,,平层,,暂无数据,,板塔结合,,北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
龙光玖誉湾,175,['金湾区'],,3室2厅1厨2卫,,高楼层(共38层),,90.5㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,其他,,两梯五户,,有,,,,,,,,,,,,,
华发世纪城三期,132,['香洲区'],,1室1厅1厨2卫,,中楼层(共19层),,55.94㎡,,暂无数据,,40.42㎡,,板塔结合,,东南,,钢混结构,,精装,,两梯九户,,有,,,,,,,,,,,,,
恒裕江山汇花园,102,['斗门区'],,3室1厅1厨1卫,,低楼层(共25层),,85.8㎡,,平层,,暂无数据,,板塔结合,,南西,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
格力广场三期,290,['香洲区'],,2室2厅1厨1卫,,低楼层(共48层),,112.37㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,三梯八户,,有,,,,,,,,,,,,,
兰埔花园,265,['香洲区'],,4室2厅1厨2卫,,中楼层(共19层),,132.47㎡,,平层,,108.57㎡,,板楼,,南北,,钢混结构,,简装,,两梯三户,,有,,,,,,,,,,,,,
荔苑,95,['香洲区'],,2室1厅1厨1卫,,中楼层(共8层),,84.38㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,简装,,暂无数据,,暂无数据,,,,,,,,,,,,,
时代香海彼岸,89,['斗门区'],,3室1厅1厨1卫,,低楼层(共30层),,88.2㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
怡昌花园,69,['斗门区'],,2室2厅1厨1卫,,中楼层(共7层),,78.89㎡,,平层,,71.19㎡,,平房,,东南,,框架结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
香洲区安居园,165,['香洲区'],,3室2厅1厨1卫,,中楼层(共8层),,92.44㎡,,平层,,暂无数据,,板楼,,北,,钢混结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
华发未来荟,189,['香洲区'],,3室2厅1厨1卫,,低楼层(共38层),,91.83㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,三梯六户,,有,,,,,,,,,,,,,
惠景畅园,165,['高新区'],,3室2厅1厨1卫,,低楼层(共18层),,89.52㎡,,平层,,68.45㎡,,板楼,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
银桦新村,235,['香洲区'],,3室2厅1厨2卫,,高楼层(共7层),,108.7㎡,,平层,,暂无数据,,板楼,,北,,钢混结构,,简装,,一梯四户,,有,,,,,,,,,,,,,
华发蔚蓝堡三期,167,['高新区'],,3室2厅1厨1卫,,中楼层(共28层),,91.08㎡,,平层,,71.81㎡,,板塔结合,,西南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
东方威尼城,70,['斗门区'],,2室2厅1厨1卫,,低楼层(共29层),,82㎡,,平层,,暂无数据,,板塔结合,,西南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
华发蔚蓝堡,230,['高新区'],,3室2厅1厨2卫,,高楼层(共18层),,118.06㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
五洲家园,165,['斗门区'],,4室2厅1厨2卫,,低楼层(共32层),,107.84㎡,,平层,,暂无数据,,板塔结合,,东,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
珠光里程,438,['香洲区'],,3室2厅1厨2卫,,高楼层(共31层),,94.8㎡,,平层,,暂无数据,,暂无数据,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
保利海上五月花二期,80,['高新区'],,1室0厅1厨1卫,,高楼层(共19层),,38.72㎡,,平层,,27.09㎡,,塔楼,,西北,,钢混结构,,精装,,三梯十三户,,有,,,,,,,,,,,,,
华发世纪城三期,95,['香洲区'],,1室1厅1厨1卫,,中楼层(共31层),,52.8㎡,,平层,,38.14㎡,,板塔结合,,西,,钢混结构,,精装,,两梯十户,,有,,,,,,,,,,,,,
首开龙湖天钜三期,178,['高新区'],,3室2厅1厨2卫,,中楼层(共18层),,94.12㎡,,平层,,80㎡,,暂无数据,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
棕榈假日,216,['香洲区'],,3室2厅1厨2卫,,低楼层(共12层),,137.14㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,一梯四户,,有,,,,,,,,,,,,,
华发世纪城四期,210,['香洲区'],,3室2厅1厨1卫,,中楼层(共32层),,89.07㎡,,平层,,72.9㎡,,塔楼,,东北,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
时代倾城双生花,90,['斗门区'],,3室2厅1厨2卫,,低楼层(共33层),,101.18㎡,,平层,,79.51㎡,,塔楼,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
家和城二期,155,['斗门区'],,4室2厅1厨2卫,,中楼层(共32层),,118.94㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,毛坯,,两梯三户,,有,,,,,,,,,,,,,
金地格林春晓二三期,88,['金湾区'],,3室2厅1厨1卫,,高楼层(共33层),,91.91㎡,,平层,,73.72㎡,,板塔结合,,南,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
中铁建湖心花园,170,['斗门区'],,5室2厅1厨2卫,,低楼层(共17层),,121.21㎡,,复式,,暂无数据,,板楼,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
鑫海国际公寓,115,['金湾区'],,3室2厅1厨1卫,,高楼层(共17层),,91.73㎡,,平层,,暂无数据,,板楼,,北西北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
保利时代,167,['金湾区'],,3室2厅1厨2卫,,高楼层(共34层),,97.61㎡,,平层,,75.35㎡,,板塔结合,,南,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
香龙大厦,92,['香洲区'],,2室2厅1厨1卫,,低楼层(共25层),,54.62㎡,,平层,,43.38㎡,,塔楼,,南,,钢混结构,,精装,,两梯十一户,,有,,,,,,,,,,,,,
心海州,103,['香洲区'],,2室1厅1厨1卫,,中楼层(共26层),,52.67㎡,,平层,,暂无数据,,板塔结合,,西北,,钢混结构,,其他,,三梯五户,,有,,,,,,,,,,,,,
五洲家园,165,['斗门区'],,4室2厅1厨2卫,,低楼层(共32层),,107.84㎡,,平层,,暂无数据,,板塔结合,,东,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
东方威尼城,70,['斗门区'],,2室2厅1厨1卫,,低楼层(共29层),,82㎡,,平层,,暂无数据,,板塔结合,,西南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
金鸿利嘉阁,360,['香洲区'],,3室2厅1厨2卫,,低楼层(共17层),,110.41㎡,,平层,,84.51㎡,,板塔结合,,南,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
格林春天,263,['香洲区'],,3室2厅1厨2卫,,低楼层(共11层),,103.37㎡,,平层,,暂无数据,,板塔结合,,北,,钢混结构,,简装,,一梯四户,,有,,,,,,,,,,,,,
远大美域新城,285,['高新区'],,4室1厅1厨3卫,,低楼层(共29层),,203.31㎡,,平层,,168.34㎡,,塔楼,,南北,,钢混结构,,毛坯,,两梯三户,,有,,,,,,,,,,,,,
凤凰兰亭,160,['高新区'],,3室2厅1厨1卫,,中楼层(共5层),,87.76㎡,,平层,,70.84㎡,,板塔结合,,南,,钢混结构,,毛坯,,一梯两户,,有,,,,,,,,,,,,,
凤凰兰亭,255,['高新区'],,3室2厅1厨2卫,,中楼层(共5层),,107.14㎡,,平层,,90.17㎡,,板塔结合,,东南,,钢混结构,,精装,,一梯三户,,有,,,,,,,,,,,,,
银石雅园,289,['香洲区'],,4室2厅1厨2卫,,中楼层(共12层),,146.02㎡,,错层,,126.02㎡,,板楼,,南,,钢混结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
金地格林春晓二三期,90,['金湾区'],,3室2厅1厨2卫,,高楼层(共28层),,90.7㎡,,平层,,68.6㎡,,板塔结合,,南北,,框架结构,,毛坯,,两梯四户,,有,,,,,,,,,,,,,
复地星愉湾,123,['斗门区'],,3室2厅1厨2卫,,中楼层(共17层),,90.95㎡,,平层,,74.08㎡,,暂无数据,,东南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
田德花园A区,160,['香洲区'],,3室2厅1厨2卫,,中楼层(共7层),,86㎡,,平层,,暂无数据,,板楼,,东南南,,钢混结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
珠光新城一期,95,['斗门区'],,4室2厅1厨2卫,,高楼层(共6层),,126.77㎡,,平层,,113.35㎡,,板楼,,东南,,钢混结构,,毛坯,,暂无数据,,无,,,,,,,,,,,,,
财富世家公园里,188,['香洲区'],,2室2厅1厨1卫,,中楼层(共30层),,69.45㎡,,平层,,56.47㎡,,板塔结合,,南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
路苑,188,['香洲区'],,4室2厅1厨2卫,,中楼层(共7层),,129.07㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
海怡湾畔,198,['高新区'],,3室2厅1厨2卫,,中楼层(共9层),,125.79㎡,,错层,,109.14㎡,,板塔结合,,南北,,钢混结构,,精装,,一梯四户,,有,,,,,,,,,,,,,
中航花园,220,['金湾区'],,3室2厅1厨2卫,,高楼层(共16层),,118㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
龙城花园,168,['香洲区'],,3室2厅1厨1卫,,高楼层(共17层),,97.48㎡,,暂无数据,,暂无数据,,塔楼,,东南,,钢混结构,,简装,,两梯四户,,有,,,,,,,,,,,,,
海湾花园,155,['香洲区'],,2室1厅1厨1卫,,低楼层(共16层),,94.35㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
华发峰尚,115,['斗门区'],,4室2厅1厨2卫,,中楼层(共34层),,118.45㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
珠光里程,438,['香洲区'],,3室2厅1厨2卫,,高楼层(共31层),,94.8㎡,,平层,,暂无数据,,暂无数据,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
幸福里,115,['香洲区'],,2室2厅1厨1卫,,低楼层(共22层),,55.65㎡,,平层,,40.81㎡,,板楼,,东南,,钢混结构,,精装,,两梯十三户,,有,,,,,,,,,,,,,
世荣蓝湾半岛,150,['斗门区'],,3室2厅1厨2卫,,中楼层(共32层),,117.45㎡,,平层,,91.29㎡,,板楼,,南北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
华发新城六期,248,['香洲区'],,3室2厅1厨1卫,,中楼层(共32层),,89㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
泰和苑,74,['斗门区'],,3室2厅1厨2卫,,低楼层(共7层),,99.39㎡,,平层,,暂无数据,,暂无数据,,南北,,未知结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
保利香槟国际花园,139,['金湾区'],,3室2厅1厨1卫,,中楼层(共25层),,92.05㎡,,平层,,暂无数据,,塔楼,,西北,,钢混结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
西江月,65,['斗门区'],,2室2厅1厨1卫,,低楼层(共16层),,86.36㎡,,平层,,71.77㎡,,板楼,,东南,,钢混结构,,简装,,两梯四户,,有,,,,,,,,,,,,,
万威美地,69,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,81.5㎡,,平层,,63.39㎡,,塔楼,,南,,钢混结构,,精装,,两梯八户,,有,,,,,,,,,,,,,
君兰庭,176,['香洲区'],,2室2厅1厨1卫,,中楼层(共11层),,80.48㎡,,平层,,80.48㎡,,板塔结合,,北,,钢混结构,,精装,,一梯四户,,有,,,,,,,,,,,,,
二城丽苑,49,['斗门区'],,1室1厅1厨1卫,,中楼层(共18层),,47.05㎡,,平层,,34.05㎡,,板楼,,西北,,钢混结构,,毛坯,,一梯八户,,有,,,,,,,,,,,,,
保利时代,155,['金湾区'],,3室2厅1厨2卫,,低楼层(共15层),,92.76㎡,,平层,,暂无数据,,板塔结合,,南北,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
华发世纪城三期,132,['香洲区'],,1室1厅1厨2卫,,中楼层(共19层),,55.94㎡,,暂无数据,,40.42㎡,,板塔结合,,东南,,钢混结构,,精装,,两梯九户,,有,,,,,,,,,,,,,
时代保利中环广场中区,265,['香洲区'],,3室2厅1厨2卫,,中楼层(共41层),,101.21㎡,,平层,,暂无数据,,塔楼,,南北,,钢混结构,,其他,,一梯十户,,有,,,,,,,,,,,,,
钰海上峰,210,['香洲区'],,2室2厅1厨1卫,,高楼层(共29层),,86.12㎡,,平层,,67.39㎡,,塔楼,,南,,钢混结构,,简装,,两梯四户,,有,,,,,,,,,,,,,
翠湖苑,74.6,['斗门区'],,2室2厅1厨1卫,,中楼层(共11层),,82.84㎡,,平层,,69.57㎡,,板塔结合,,南,,钢混结构,,简装,,暂无数据,,暂无数据,,,,,,,,,,,,,
诚丰银座,95,['香洲区'],,1室1厅1厨1卫,,中楼层(共28层),,43㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,精装,,四梯二十六户,,有,,,,,,,,,,,,,
恒裕江山汇花园,102,['斗门区'],,3室1厅1厨1卫,,低楼层(共25层),,85.8㎡,,平层,,暂无数据,,板塔结合,,南西,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
时代香海彼岸,105,['斗门区'],,3室2厅1厨2卫,,低楼层(共25层),,94.51㎡,,平层,,71.23㎡,,板塔结合,,南北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
丽湖名居,72,['斗门区'],,3室2厅1厨2卫,,高楼层(共17层),,108㎡,,平层,,91.69㎡,,板楼,,东南,,钢混结构,,简装,,两梯四户,,有,,,,,,,,,,,,,
华发新城六期,230,['香洲区'],,3室2厅1厨1卫,,高楼层(共32层),,87.01㎡,,平层,,69.52㎡,,板塔结合,,西南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
棕榈假日,105,['香洲区'],,3室1厅1厨3卫,,高楼层(共6层),,72.17㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
春晖秋实苑,388,['香洲区'],,4室2厅1厨2卫,,高楼层(共11层),,129.67㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
九洲花园,169,['香洲区'],,3室1厅1厨1卫,,高楼层(共7层),,70.15㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,其他,,一梯四户,,有,,,,,,,,,,,,,
珠光新城一期,89.5,['斗门区'],,3室1厅1厨2卫,,高楼层(共11层),,86.84㎡,,平层,,72.28㎡,,板塔结合,,西北东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
粤海国际花园,320,['香洲区'],,4室2厅1厨2卫,,低楼层(共11层),,150.91㎡,,平层,,暂无数据,,塔楼,,北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
虹阳路49号,39,['金湾区'],,3室2厅1厨1卫,,高楼层(共7层),,88.77㎡,,平层,,80.71㎡,,暂无数据,,南,,钢混结构,,简装,,暂无数据,,暂无数据,,,,,,,,,,,,,
龙光玖誉湾,175,['金湾区'],,3室2厅1厨2卫,,高楼层(共38层),,90.5㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,其他,,两梯五户,,有,,,,,,,,,,,,,
华发国际海岸·新澳郡,218,['香洲区'],,3室2厅1厨1卫,,低楼层(共33层),,89.01㎡,,平层,,70.41㎡,,塔楼,,南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
朝阳新村,112,['香洲区'],,2室2厅1厨1卫,,高楼层(共7层),,68.09㎡,,错层,,暂无数据,,板楼,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
海伦堡湖心里,110,['斗门区'],,3室1厅1厨2卫,,高楼层(共36层),,106.73㎡,,平层,,暂无数据,,塔楼,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
水岸华都,265,['香洲区'],,3室2厅1厨2卫,,低楼层(共28层),,118.5㎡,,平层,,94.63㎡,,板塔结合,,南北,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
格力广场三期,270,['香洲区'],,2室2厅1厨1卫,,中楼层(共32层),,102.38㎡,,平层,,81.37㎡,,板楼,,南,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
时代香海彼岸,106,['斗门区'],,3室2厅1厨2卫,,中楼层(共34层),,94.9㎡,,平层,,76.83㎡,,板塔结合,,南,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
中珠上郡二三期,103,['金湾区'],,3室2厅1厨2卫,,中楼层(共18层),,87.91㎡,,平层,,67.83㎡,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
凤凰山一号,199,['高新区'],,3室2厅1厨1卫,,中楼层(共30层),,102.76㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,简装,,两梯五户,,有,,,,,,,,,,,,,
棕榈假日,216,['香洲区'],,3室2厅1厨2卫,,低楼层(共12层),,137.14㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,一梯四户,,有,,,,,,,,,,,,,
家和城二期,155,['斗门区'],,4室2厅1厨2卫,,中楼层(共32层),,118.94㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,毛坯,,两梯三户,,有,,,,,,,,,,,,,
时代倾城双生花,90,['斗门区'],,3室2厅1厨2卫,,低楼层(共33层),,101.18㎡,,平层,,79.51㎡,,塔楼,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
金地格林春晓二三期,88,['金湾区'],,3室2厅1厨1卫,,高楼层(共33层),,91.91㎡,,平层,,73.72㎡,,板塔结合,,南,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
华发世纪城四期,210,['香洲区'],,3室2厅1厨1卫,,中楼层(共32层),,89.07㎡,,平层,,72.9㎡,,塔楼,,东北,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
新世界康桥,87,['金湾区'],,2室2厅1厨2卫,,中楼层(共18层),,84.8㎡,,平层,,68.01㎡,,板塔结合,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
旭日湾,228,['高新区'],,3室2厅1厨2卫,,低楼层(共11层),,128㎡,,平层,,109㎡,,板塔结合,,南,,钢混结构,,精装,,一梯三户,,有,,,,,,,,,,,,,
晴朗新地,178,['香洲区'],,2室2厅1厨1卫,,高楼层(共25层),,62.62㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,其他,,两梯五户,,有,,,,,,,,,,,,,
西江月,42,['斗门区'],,1室1厅1厨1卫,,中楼层(共17层),,49.32㎡,,平层,,36.14㎡,,板楼,,西南,,钢混结构,,简装,,两梯十四户,,有,,,,,,,,,,,,,
湖城大境广场,253,['金湾区'],,4室2厅1厨2卫,,中楼层(共28层),,126.88㎡,,平层,,暂无数据,,塔楼,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
御龙山庄,315,['香洲区'],,3室2厅1厨2卫,,中楼层(共22层),,132.7㎡,,平层,,暂无数据,,板塔结合,,南北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
五洲花城一期澳洲园,520,['香洲区'],,3室1厅1厨2卫,,中楼层(共11层),,146.37㎡,,错层,,暂无数据,,塔楼,,南,,砖混结构,,简装,,一梯两户,,有,,,,,,,,,,,,,
华发水岸一期,142,['香洲区'],,3室2厅1厨2卫,,高楼层(共11层),,90.39㎡,,平层,,72.46㎡,,板楼,,东南西北,,钢混结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
时代山湖海6期,140,['金湾区'],,3室2厅1厨1卫,,中楼层(共31层),,92.99㎡,,平层,,72.15㎡,,板塔结合,,南北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
中海银海湾,550,['高新区'],,3室2厅1厨3卫,,低楼层(共33层),,206.73㎡,,平层,,166.14㎡,,板塔结合,,南,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
万科红树东岸,298,['高新区'],,4室2厅1厨2卫,,高楼层(共32层),,130.72㎡,,平层,,103.49㎡,,板楼,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
龙光海悦云天,340,['香洲区'],,3室2厅1厨2卫,,低楼层(共28层),,109.82㎡,,平层,,89.4㎡,,板塔结合,,南北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
锦绣荣城,96,['斗门区'],,3室2厅1厨2卫,,低楼层(共11层),,129㎡,,平层,,暂无数据,,平房,,南,,钢混结构,,毛坯,,两梯两户,,有,,,,,,,,,,,,,
华发世纪城二期,365,['香洲区'],,4室2厅1厨3卫,,中楼层(共26层),,163.54㎡,,平层,,暂无数据,,板塔结合,,南北,,钢混结构,,简装,,两梯三户,,有,,,,,,,,,,,,,
中信红树湾北区,960,['香洲区'],,4室2厅1厨4卫,,低楼层(共44层),,295.98㎡,,平层,,236.01㎡,,板楼,,南北,,钢混结构,,精装,,三梯两户,,有,,,,,,,,,,,,,
幸福里,188,['香洲区'],,3室2厅1厨2卫,,高楼层(共26层),,89.37㎡,,平层,,88㎡,,板楼,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
中珠上城,350,['香洲区'],,4室2厅1厨2卫,,低楼层(共28层),,121.76㎡,,平层,,97.55㎡,,板楼,,北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
万威美地,95,['斗门区'],,3室2厅1厨2卫,,高楼层(共17层),,110㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
万科红树东岸,208,['高新区'],,3室2厅1厨2卫,,高楼层(共32层),,88㎡,,平层,,暂无数据,,塔楼,,南北,,钢混结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
万科海上城市,100,['金湾区'],,2室2厅1厨1卫,,高楼层(共16层),,65.83㎡,,平层,,54.01㎡,,暂无数据,,东南,,未知结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
中经花园,109,['香洲区'],,2室1厅1厨1卫,,中楼层(共7层),,74.07㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,其他,,暂无数据,,无,,,,,,,,,,,,,
云涛阁,80,['香洲区'],,1室1厅1厨1卫,,中楼层(共5层),,38.62㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
心海州,128,['香洲区'],,3室1厅1厨1卫,,中楼层(共30层),,74.55㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,毛坯,,三梯六户,,有,,,,,,,,,,,,,
永泰假日公馆,62,['金湾区'],,2室2厅1厨1卫,,低楼层(共13层),,78.14㎡,,平层,,61.94㎡,,板楼,,东南,,钢混结构,,精装,,一梯十一户,,有,,,,,,,,,,,,,
前山新城,142,['香洲区'],,2室2厅1厨1卫,,中楼层(共31层),,74.73㎡,,平层,,暂无数据,,塔楼,,东,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
华发新城四期,195,['香洲区'],,2室2厅1厨1卫,,中楼层(共18层),,85.81㎡,,平层,,69.58㎡,,塔楼,,东,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
宝地康泰,120,['香洲区'],,2室1厅1厨2卫,,高楼层(共16层),,48.53㎡,,平层,,暂无数据,,塔楼,,西南,,钢混结构,,精装,,两梯七户,,有,,,,,,,,,,,,,
时代山湖海,215,['金湾区'],,3室2厅1厨2卫,,中楼层(共33层),,125.31㎡,,平层,,暂无数据,,板塔结合,,南北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
时代山湖海,175,['金湾区'],,3室2厅1厨1卫,,中楼层(共11层),,104㎡,,平层,,84.81㎡,,板楼,,南,,钢混结构,,其他,,两梯两户,,有,,,,,,,,,,,,,
新天地大厦,73,['香洲区'],,1室1厅1厨1卫,,中楼层(共19层),,44.67㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯二十四户,,有,,,,,,,,,,,,,
